,species,genus,family,order,class,phylum,kingdom,superkingdom
0,1000373,1299297,1299296,2732540,2732458,2732405,2732396,10239
1,100225,1184606,85018,85006,1760,201174,0,2
2,1002689,1742983,204434,204433,204432,57723,0,2
3,1003891,1914293,675068,675063,2732461,2732406,2732396,10239
4,1005039,1005038,1663426,1663425,1663419,67819,0,2
5,1005962,461281,1156497,4892,4891,4890,4751,2759
6,1006,869806,2762301,768507,768503,976,0,2
7,1006576,1511648,1643949,1643947,188708,200918,0,2
8,100716,100715,2968741,191411,191410,1090,0,2
9,1008,1007,89374,1936988,1937959,976,0,2
10,100886,135858,2810280,526525,526524,1239,0,2
11,100887,12291,675071,2732544,2732461,2732406,2732396,10239
12,101192,101191,2206,94695,224756,28890,0,2157
13,101385,153265,49546,200644,117743,976,0,2
14,1014,1013,2762318,200644,117743,976,0,2
15,101534,203804,543,91347,1236,1224,0,2
16,1018,1016,49546,200644,117743,976,0,2
17,102116,102115,1890498,52604,3028117,1117,0,2
18,102134,2867376,2867375,186802,186801,1239,0,2
19,10261,10260,10240,2732527,2732525,2732007,2732005,10239
20,1027273,305899,2066474,135619,1236,1224,0,2
21,10273,10270,10240,2732527,2732525,2732007,2732005,10239
22,10276,10275,10240,2732527,2732525,2732007,2732005,10239
23,10279,10278,10240,2732527,2732525,2732007,2732005,10239
24,1031538,75687,135620,135619,1236,1224,0,2
25,1032474,1298634,324686,0,0,0,0,10239
26,1032623,1249016,712,135625,1236,1224,0,2
27,1033854,106633,72276,135613,1236,1224,0,2
28,1034377,1884454,1513294,11157,2497574,2497569,2732396,10239
29,103731,2071,2070,85010,1760,201174,0,2
30,103816,1827,85025,85007,1760,201174,0,2
31,104,68288,563798,768507,768503,976,0,2
32,10406,10405,10404,2732515,2732514,2732409,2732397,10239
33,104580,208294,2946186,2732541,2732459,2732405,2732396,10239
34,1047171,1047167,93133,2726947,147541,4890,4751,2759
35,1048396,1209988,1963271,1644055,183963,28890,0,2157
36,10484,2948762,2946196,0,0,0,0,10239
37,1048434,2169649,39729,2732550,2732507,2732408,2732396,10239
38,1048758,1048757,543,91347,1236,1224,0,2
39,1049,85072,1046,135613,1236,1224,0,2
40,104955,2742598,33958,186826,91061,1239,0,2
41,10497,39743,137992,2732526,2732525,2732007,2732005,10239
42,1050,85073,1046,135613,1236,1224,0,2
43,10506,181083,10501,2732524,2732523,2732007,2732005,10239
44,105219,48736,119060,80840,28216,1224,0,2
45,1053,85108,72276,135613,1236,1224,0,2
46,1055104,204286,28256,135619,1236,1224,0,2
47,105560,316612,2975441,80840,28216,1224,0,2
48,10561,333921,151340,2732533,2732421,2732415,2732092,10239
49,10564,325454,151340,2732533,2732421,2732415,2732092,10239
50,10567,325456,151340,2732533,2732421,2732415,2732092,10239
51,1056807,212742,481,206351,28216,1224,0,2
52,1056831,2948788,0,0,2731619,2731618,2731360,10239
53,10570,333750,151340,2732533,2732421,2732415,2732092,10239
54,106,105,2896860,768507,768503,976,0,2
55,1061,1060,31989,204455,28211,1224,0,2
56,10623,325457,151340,2732533,2732421,2732415,2732092,10239
57,106284,1623298,0,0,2731619,2731618,2731360,10239
58,1063,1653176,31989,204455,28211,1224,0,2
59,106370,1854,74712,85013,1760,201174,0,2
60,106592,106591,82115,356,28211,1224,0,2
61,10661,10660,10659,2732560,2732529,2732008,2732005,10239
62,10665,10663,2946170,0,2731619,2731618,2731360,10239
63,10677,186777,0,0,2731619,2731618,2731360,10239
64,10678,186789,0,0,2731619,2731618,2731360,10239
65,10679,140410,2946167,0,2731619,2731618,2731360,10239
66,10683,2843463,0,0,2731619,2731618,2731360,10239
67,10685,1857845,2560065,0,2731619,2731618,2731360,10239
68,1069,1068,45401,356,28211,1224,0,2
69,10690,1196844,2946167,0,2731619,2731618,2731360,10239
70,1069220,2126281,1762,85007,1760,201174,0,2
71,1069378,1987146,0,0,2731619,2731618,2731360,10239
72,1070130,1906661,543,91347,1236,1224,0,2
73,10708,1623286,0,0,2731619,2731618,2731360,10239
74,10710,186765,0,0,2731619,2731618,2731360,10239
75,10726,187218,2731690,0,2731619,2731618,2731360,10239
76,1073767,2842816,2731691,0,2731619,2731618,2731360,10239
77,1073996,1450140,1963271,1644055,183963,28890,0,2157
78,10742,2843034,0,0,2731619,2731618,2731360,10239
79,1074214,2948727,2946178,2732536,2732423,2732416,2732092,10239
80,1074325,39749,39748,2732549,2732505,2732408,2732396,10239
81,1074467,2767879,33958,186826,91061,1239,0,2
82,1075,2818469,31989,204455,28211,1224,0,2
83,10752,371730,2842329,0,2731619,2731618,2731360,10239
84,10756,186846,2842328,0,2731619,2731618,2731360,10239
85,1076,1073,41294,356,28211,1224,0,2
86,1076124,907364,28056,85008,1760,201174,0,2
87,1076255,2005509,10240,2732527,2732525,2732007,2732005,10239
88,1076588,1608298,0,0,1236,1224,0,2
89,1076626,1076625,0,0,1236,1224,0,2
90,107709,178440,134623,415000,414999,74201,0,2
91,10778,2842397,2842328,0,2731619,2731618,2731360,10239
92,1079,59282,2831090,356,28211,1224,0,2
93,1081631,1081630,543,91347,1236,1224,0,2
94,1082704,1082702,1903410,91347,1236,1224,0,2
95,10837,10812,10811,2732539,2732424,2732416,2732092,10239
96,1084,1612157,41295,204441,28211,1224,0,2
97,10847,1910954,10841,2732414,2732413,2732412,2732091,10239
98,1084719,2843376,0,0,2731619,2731618,2731360,10239
99,10855,10852,10841,2732414,2732413,2732412,2732091,10239
100,1085624,59740,1853234,768507,768503,976,0,2
101,10862,2732872,10860,2732094,2732411,2732410,2732090,10239
102,10869,1977142,10860,2732094,2732411,2732410,2732090,10239
103,1091052,2169534,2169529,0,2731619,2731618,2731360,10239
104,109266,110103,1892259,1161,3028117,1117,0,2
105,109270,2169665,11632,2169561,2732514,2732409,2732397,10239
106,109472,109471,712,135625,1236,1224,0,2
107,1096,1091,191412,191411,191410,1090,0,2
108,1097,256319,191412,191411,191410,1090,0,2
109,10991,10985,2946186,2732541,2732459,2732405,2732396,10239
110,1100,1099,191412,191411,191410,1090,0,2
111,1102,1101,191412,191411,191410,1090,0,2
112,11020,11019,11018,2732544,2732461,2732406,2732396,10239
113,1105381,2219055,0,464095,2732506,2732408,2732396,10239
114,110539,1866885,1762,85007,1760,201174,0,2
115,1108,1107,1106,32064,32061,200795,0,2
116,1108595,535,1499392,206351,28216,1224,0,2
117,1109412,71655,1903410,91347,1236,1224,0,2
118,1109716,1982375,0,0,2731619,2731618,2731360,10239
119,111015,1654,2049,2037,1760,201174,0,2
120,1112,1041,335929,204457,28211,1224,0,2
121,111501,111500,49546,200644,117743,976,0,2
122,1115758,1501226,186804,186802,186801,1239,0,2
123,1118202,1433995,2762318,200644,117743,976,0,2
124,111831,111830,41295,204441,28211,1224,0,2
125,111955,69655,118883,2281,183924,28889,0,2157
126,1123043,1382832,1914233,2691355,203683,203682,0,2
127,112437,156207,39729,2732550,2732507,2732408,2732396,10239
128,1124597,162171,1191479,1191478,28211,1224,0,2
129,1124849,2733122,0,0,2731619,2731618,2731360,10239
130,1125847,1903858,82115,356,28211,1224,0,2
131,1125966,1348505,186824,1385,91061,1239,0,2
132,1126,1125,1890449,1118,3028117,1117,0,2
133,1131703,399320,2791015,136,203692,203691,0,2
134,1133546,754249,0,85006,1760,201174,0,2
135,1134405,1134403,1334117,795748,795747,1134404,0,2
136,1134435,33057,2008794,206389,28216,1224,0,2
137,113608,113604,4893,4892,4891,4890,4751,2759
138,113653,190818,2232,2231,183980,28890,0,2157
139,1137095,1203,1182,1161,3028117,1117,0,2
140,1138822,2767893,33958,186826,91061,1239,0,2
141,1141134,1623283,2943001,0,2731619,2731618,2731360,10239
142,114186,114185,28256,135619,1236,1224,0,2
143,1141883,149698,75682,80840,28216,1224,0,2
144,1145276,400634,186817,1385,91061,1239,0,2
145,1148,1142,1890428,1890424,3028117,1117,0,2
146,1155739,1155738,1892254,1150,3028117,1117,0,2
147,11569,35323,11308,2499411,2497577,2497569,2732396,10239
148,1157339,1511856,1511855,0,0,0,0,10239
149,1159327,1434032,85023,85006,1760,201174,0,2
150,1159556,124426,34397,5125,147550,4890,4751,2759
151,115987,1912143,2946170,0,2731619,2731618,2731360,10239
152,1159906,1159901,11118,76804,2732506,2732408,2732396,10239
153,115991,2842979,2946170,0,2731619,2731618,2731360,10239
154,1160,54304,1892252,1150,3028117,1117,0,2
155,116056,413970,39740,2732544,2732461,2732406,2732396,10239
156,1160784,1301080,0,0,28216,1224,0,2
157,116090,171003,2848916,1737405,1737404,1239,0,2
158,1162966,1434022,85023,85006,1760,201174,0,2
159,1164,264688,1162,1161,3028117,1117,0,2
160,1165,1163,1162,1161,3028117,1117,0,2
161,1165090,1165076,49546,200644,117743,976,0,2
162,1166950,53392,1046,135613,1236,1224,0,2
163,1170699,379068,49546,200644,117743,976,0,2
164,117157,117156,2805400,85009,1760,201174,0,2
165,117187,5506,110618,5125,147550,4890,4751,2759
166,117207,165697,41297,204457,28211,1224,0,2
167,11723,11646,11632,2169561,2732514,2732409,2732397,10239
168,1173025,63132,1892251,1150,3028117,1117,0,2
169,1173026,102231,1890464,1118,3028117,1117,0,2
170,1173032,217161,1890431,1890424,3028117,1117,0,2
171,11757,140052,11632,2169561,2732514,2732409,2732397,10239
172,1176145,334211,151340,2732533,2732421,2732415,2732092,10239
173,1176146,936057,151340,2732533,2732421,2732415,2732092,10239
174,1176147,935635,151340,2732533,2732421,2732415,2732092,10239
175,1176148,934799,151340,2732533,2732421,2732415,2732092,10239
176,1176149,936058,151340,2732533,2732421,2732415,2732092,10239
177,1177211,2018044,119060,80840,28216,1224,0,2
178,1177712,1434011,433,204441,28211,1224,0,2
179,1177757,934802,151340,2732533,2732421,2732415,2732092,10239
180,1177758,934800,151340,2732533,2732421,2732415,2732092,10239
181,1177762,935650,151340,2732533,2732421,2732415,2732092,10239
182,1177763,936061,151340,2732533,2732421,2732415,2732092,10239
183,1177764,936056,151340,2732533,2732421,2732415,2732092,10239
184,1177765,935646,151340,2732533,2732421,2732415,2732092,10239
185,1177766,934803,151340,2732533,2732421,2732415,2732092,10239
186,1177767,935641,151340,2732533,2732421,2732415,2732092,10239
187,1179673,162491,85016,85006,1760,201174,0,2
188,118000,117999,2945019,191393,68337,200930,0,2
189,118140,118139,12058,464095,2732506,2732408,2732396,10239
190,118163,44474,1890500,52604,3028117,1117,0,2
191,118323,1158,1892254,1150,3028117,1117,0,2
192,1183401,357,82115,356,28211,1224,0,2
193,1184,47251,1890438,2881377,3028117,1117,0,2
194,1184387,1184396,1643948,1643946,188708,200918,0,2
195,1185412,1348611,2603322,186802,186801,1239,0,2
196,118562,35823,1892252,1150,3028117,1117,0,2
197,1188228,1188227,1955043,1955042,3028117,1117,0,2
198,1188319,1443590,90627,32003,28216,1224,0,2
199,11885,153057,11632,2169561,2732514,2732409,2732397,10239
200,1188794,2560159,0,0,2731619,2731618,2731360,10239
201,119,1649490,126,112,203683,203682,0,2
202,1190451,1636617,0,0,2731619,2731618,2731360,10239
203,1193095,2767890,33958,186826,91061,1239,0,2
204,1193713,2675232,186817,1385,91061,1239,0,2
205,119484,29526,213465,213462,3024408,200940,0,2
206,1195085,2733102,0,0,2731619,2731618,2731360,10239
207,1196083,1193515,481,206351,28216,1224,0,2
208,1196095,1193503,1240483,1240482,1236,1224,0,2
209,1197717,508459,649777,649776,649775,508458,0,2
210,11983,142786,11974,464095,2732506,2732408,2732396,10239
211,119864,28253,135620,135619,1236,1224,0,2
212,120,1649480,126,112,203683,203682,0,2
213,1200300,477695,2272,114380,183924,28889,0,2157
214,1202142,2842607,10811,2732539,2732424,2732416,2732092,10239
215,1204525,2733201,0,0,2731619,2731618,2731360,10239
216,1204543,1857889,2560065,0,2731619,2731618,2731360,10239
217,1206566,2946831,69973,2732544,2732461,2732406,2732396,10239
218,1208324,875170,2854170,204455,28211,1224,0,2
219,12092,12091,12058,464095,2732506,2732408,2732396,10239
220,1209493,170610,2303730,2881377,3028117,1117,0,2
221,120962,120961,1508635,32064,32061,200795,0,2
222,1210884,113,1914233,2691355,203683,203682,0,2
223,1211644,2733155,0,0,2731619,2731618,2731360,10239
224,121719,227873,2821832,356,28211,1224,0,2
225,12173,12163,675068,675063,2732461,2732406,2732396,10239
226,12175,40276,675068,675063,2732461,2732406,2732396,10239
227,1217908,53945,2854170,204455,28211,1224,0,2
228,12181,12176,675064,675063,2732461,2732406,2732396,10239
229,1218727,2022857,10811,2732539,2732424,2732416,2732092,10239
230,1218801,221065,49546,200644,117743,976,0,2
231,1219,1218,2881426,1890424,3028117,1117,0,2
232,1221500,1329200,186817,1385,91061,1239,0,2
233,122368,29002,93133,2726947,147541,4890,4751,2759
234,12241,12234,675071,2732544,2732461,2732406,2732396,10239
235,1225128,1706033,433,204441,28211,1224,0,2
236,1225769,400060,1499392,206351,28216,1224,0,2
237,12288,143920,12283,2732546,2732464,2732406,2732396,10239
238,1229,1227,1046,135613,1236,1224,0,2
239,1229164,1227948,41297,204457,28211,1224,0,2
240,12295,12293,675071,2732544,2732461,2732406,2732396,10239
241,12303,12300,39740,2732544,2732461,2732406,2732396,10239
242,1230341,351195,186817,1385,91061,1239,0,2
243,1231,35798,206379,32003,28216,1224,0,2
244,12315,12304,39740,2732544,2732461,2732406,2732396,10239
245,12319,12316,39740,2732544,2732461,2732406,2732396,10239
246,12321,12320,39740,2732544,2732461,2732406,2732396,10239
247,1232575,119977,225058,225057,1807140,1224,0,2
248,12327,12326,675071,2732544,2732461,2732406,2732396,10239
249,1233177,934804,151340,2732533,2732421,2732415,2732092,10239
250,12345,2842696,2842328,0,2731619,2731618,2731360,10239
251,1235591,1734920,0,356,28211,1224,0,2
252,1235662,1052159,151340,2732533,2732421,2732415,2732092,10239
253,12360,2842658,0,0,2731619,2731618,2731360,10239
254,1238,1237,135616,72273,1236,1224,0,2
255,123824,1649317,712,135625,1236,1224,0,2
256,1239574,249588,39733,2732551,2732507,2732408,2732396,10239
257,12407,2732978,2946167,0,2731619,2731618,2731360,10239
258,1241979,2782231,2762318,200644,117743,976,0,2
259,12431,140568,675064,675063,2732461,2732406,2732396,10239
260,1245909,187213,157897,1511857,2841637,2840024,2840023,10239
261,12465,39731,39729,2732550,2732507,2732408,2732396,10239
262,12475,39759,2842321,0,0,0,0,10239
263,1249552,1524249,0,0,1236,1224,0,2
264,1249553,1537406,135620,135619,1236,1224,0,2
265,125,123,2691357,2691354,203683,203682,0,2
266,1250539,263377,2854170,204455,28211,1224,0,2
267,1255,1253,33958,186826,91061,1239,0,2
268,12558,12137,2169577,2732553,2732506,2732408,2732396,10239
269,1256869,1298653,11270,11157,2497574,2497569,2732396,10239
270,12585,251096,251095,2732538,2732423,2732416,2732092,10239
271,1259973,160674,543,91347,1236,1224,0,2
272,1260,150022,1570339,1737405,1737404,1239,0,2
273,12639,10437,10404,2732515,2732514,2732409,2732397,10239
274,1263979,1263978,41295,204441,28211,1224,0,2
275,1264,1263,216572,186802,186801,1239,0,2
276,1267021,1335631,1240483,1240482,1236,1224,0,2
277,1267766,2676755,335929,204457,28211,1224,0,2
278,1267768,1855413,31989,204455,28211,1224,0,2
279,1270,1269,1268,85006,1760,201174,0,2
280,1273541,2308,2307,114380,183924,28889,0,2157
281,1273739,1623275,0,0,2731619,2731618,2731360,10239
282,1274,57495,145357,85006,1760,201174,0,2
283,127509,2732885,10860,2732094,2732411,2732410,2732090,10239
284,1276,57499,2805426,85006,1760,201174,0,2
285,1278232,1354809,2992719,1737405,1737404,1239,0,2
286,1279082,2948755,0,0,2731619,2731618,2731360,10239
287,128,127,1763524,2691356,203683,203682,0,2
288,1280,1279,90964,1385,91061,1239,0,2
289,1282737,1522056,2049,2037,1760,201174,0,2
290,1285589,1285588,1285587,2732531,2732420,2732415,2732092,10239
291,1285598,1285597,1285596,2732540,2732458,2732405,2732396,10239
292,1285600,1285599,10240,2732527,2732525,2732007,2732005,10239
293,128818,156208,39729,2732550,2732507,2732408,2732396,10239
295,1288970,1182780,2844866,204441,28211,1224,0,2
296,12893,147262,185751,0,0,0,0,10239
299,129141,699166,675068,675063,2732461,2732406,2732396,10239
300,1291540,1291539,2517203,1235850,183967,2283796,0,2157
301,1293412,1649499,433,204441,28211,1224,0,2
302,129395,675062,675061,675063,2732461,2732406,2732396,10239
303,1294262,2705406,118883,2281,183924,28889,0,2157
304,1295382,1295378,403,135618,1236,1224,0,2
305,1295392,657,641,135623,1236,1224,0,2
306,1295609,1740,188711,188710,67799,200940,0,2
307,1296,2803850,90964,1385,91061,1239,0,2
308,1296669,92793,0,80840,28216,1224,0,2
309,129727,10257,10240,2732527,2732525,2732007,2732005,10239
310,1297617,1392389,0,186802,186801,1239,0,2
311,129875,10509,10508,2732559,2732529,2732008,2732005,10239
312,129921,1813,2070,85010,1760,201174,0,2
313,129958,129957,186814,68295,186801,1239,0,2
314,129985,2675231,186817,1385,91061,1239,0,2
315,1302411,1302410,543,91347,1236,1224,0,2
316,1302659,1372,186818,1385,91061,1239,0,2
317,130327,100953,10508,2732559,2732529,2732008,2732005,10239
318,1303590,2767878,33958,186826,91061,1239,0,2
319,130478,1623273,0,0,2731619,2731618,2731360,10239
320,1306787,3020833,224372,135619,1236,1224,0,2
321,1307,1301,1300,186826,91061,1239,0,2
322,13076,13075,186827,186826,91061,1239,0,2
323,1307761,1616789,137,136,203692,203691,0,2
324,1307763,1921784,1921783,1921782,1921781,134625,0,2
325,1307839,1970191,1970190,171549,200643,976,0,2
326,131082,119164,2169577,2732553,2732506,2732408,2732396,10239
327,1312874,1312873,1312872,76804,2732506,2732408,2732396,10239
328,131568,33981,83778,622452,1760,201174,0,2
329,1323375,1769008,0,53433,186801,1239,0,2
330,1323948,35800,407032,1293499,1293498,1293497,0,2
331,1329402,2733301,10240,2732527,2732525,2732007,2732005,10239
332,1330066,1330065,12058,464095,2732506,2732408,2732396,10239
333,1330068,1330067,12058,464095,2732506,2732408,2732396,10239
334,1330070,1330069,12058,464095,2732506,2732408,2732396,10239
335,1330524,688449,12058,464095,2732506,2732408,2732396,10239
336,1331910,1676125,2691358,2691354,203683,203682,0,2
337,1332188,1331051,2171986,2093825,2093818,95818,0,2
338,1333996,1649510,41294,356,28211,1224,0,2
339,1334193,1330546,543,91347,1236,1224,0,2
340,133453,233191,475964,475963,475962,200795,0,2
341,1335043,1573407,2831106,356,28211,1224,0,2
342,1335048,1775705,31989,204455,28211,1224,0,2
343,1335746,1335745,72276,135613,1236,1224,0,2
344,1336796,244698,49546,200644,117743,976,0,2
345,1336806,230494,255527,135619,1236,1224,0,2
346,133924,191028,2854170,204455,28211,1224,0,2
347,133926,133925,1643824,84999,84998,201174,0,2
348,1340830,2948773,0,0,2731619,2731618,2731360,10239
349,1343920,1914295,675068,675063,2732461,2732406,2732396,10239
350,134821,2129,2092,2085,31969,544448,0,2
351,1348774,1295327,335929,204457,28211,1224,0,2
352,1349409,2060084,0,0,0,0,0,10239
353,13502,13366,1156497,4892,4891,4890,4751,2759
354,1353260,1826864,1033997,1033996,1643678,651137,0,2157
355,1353976,112987,92713,1963360,204429,204428,0,2
356,135577,135575,267893,135622,1236,1224,0,2
357,1357545,98443,1162,1161,3028117,1117,0,2
358,1359,1357,1300,186826,91061,1239,0,2
359,136073,748770,1892259,1161,3028117,1117,0,2
360,136084,2843048,2842333,0,2731619,2731618,2731360,10239
361,136094,75905,64898,32069,187857,200783,0,2
362,1364945,2162630,0,2235,183963,28890,0,2157
363,136609,1243,33958,186826,91061,1239,0,2
364,137475,137757,39729,2732550,2732507,2732408,2732396,10239
365,13769,63742,1644061,1644060,183963,28890,0,2157
366,13773,2276,2267,2266,183924,28889,0,2157
367,1379040,1073986,1644056,1644055,183963,28890,0,2157
368,1379870,107,89373,768507,768503,976,0,2
369,1379910,1379908,1853232,768507,768503,976,0,2
370,1380685,1274351,186824,1385,91061,1239,0,2
371,138072,568987,543,91347,1236,1224,0,2
372,1381007,2034995,10811,2732539,2732424,2732416,2732092,10239
373,138118,138117,2008795,206389,28216,1224,0,2
374,1382,2767353,1643824,84999,84998,201174,0,2
375,138336,38501,85030,1643682,1760,201174,0,2
376,1384459,1484898,45401,356,28211,1224,0,2
377,1387353,1763521,1763524,2691356,203683,203682,0,2
378,138950,12059,12058,464095,2732506,2732408,2732396,10239
379,1391653,1524214,1524213,29,32015,2818505,0,2
380,1391654,1524217,1524216,3031712,0,2818505,0,2
381,139208,254250,85017,85006,1760,201174,0,2
382,139438,46200,2945019,191393,68337,200930,0,2
383,1397,2837506,186817,1385,91061,1239,0,2
384,1397264,1522128,1522127,768507,768503,976,0,2
385,1397703,383614,1182,1161,3028117,1117,0,2
386,1398,2837504,186817,1385,91061,1239,0,2
387,14,13,203488,203487,203486,68297,0,2
388,1400387,1400386,2691359,2691354,203683,203682,0,2
389,1400526,1921433,675064,675063,2732461,2732406,2732396,10239
390,1402135,2854186,2854170,204455,28211,1224,0,2
391,1404864,374,41294,356,28211,1224,0,2
392,1406512,1080709,1577788,1235850,183967,2283796,0,2157
393,1407499,2239,2236,2235,183963,28890,0,2157
394,1408204,1408194,1783343,1783344,447830,74152,0,2
395,1410383,1682492,543,91347,1236,1224,0,2
396,1410606,1593364,0,0,0,651137,0,2157
397,1411902,2846749,31989,204455,28211,1224,0,2
398,1413,2837485,186817,1385,91061,1239,0,2
399,141451,141450,191033,135619,1236,1224,0,2
400,1415657,1940138,0,200644,117743,976,0,2
401,141904,2732869,10860,2732094,2732411,2732410,2732090,10239
402,142,138,1643685,136,203692,203691,0,2
403,1423,1386,186817,1385,91061,1239,0,2
404,1424294,390805,31979,186802,186801,1239,0,2
405,1424653,191301,224467,235899,3031852,29547,0,2
406,1425362,1914296,675068,675063,2732461,2732406,2732396,10239
407,1426,1906945,186817,1385,91061,1239,0,2
408,1427364,2841677,0,0,1236,1224,0,2
409,142864,56106,1162,1161,3028117,1117,0,2
410,1431460,1431456,12058,464095,2732506,2732408,2732396,10239
411,1432792,73778,403,135618,1236,1224,0,2
412,143361,44259,186804,186802,186801,1239,0,2
413,1434191,1433402,2800061,2800059,28211,1224,0,2
414,1436133,2995702,2062,85011,1760,201174,0,2
415,1436290,1436289,80864,80840,28216,1224,0,2
416,1437009,2041902,31993,356,28211,1224,0,2
417,1437839,2948936,0,0,2731619,2731618,2731360,10239
418,1441386,1769718,1769717,1769716,188708,200918,0,2
419,1443036,1520333,712,135625,1236,1224,0,2
420,1443909,1885570,10780,2732534,2732422,2732415,2732092,10239
421,1445505,1445504,255527,135619,1236,1224,0,2
422,1446467,89966,1853232,768507,768503,976,0,2
423,1447062,1827478,2831106,356,28211,1224,0,2
424,1449,29331,186817,1385,91061,1239,0,2
425,1450746,1805626,2023203,0,0,0,0,10239
426,145263,145260,2159,2158,183925,28890,0,2157
427,1453352,389486,49546,200644,117743,976,0,2
428,1457165,1307798,0,0,0,0,0,10239
429,1457365,2489367,3024158,1853223,1853221,1936987,0,2
430,1458425,2490452,80864,80840,28216,1224,0,2
431,1458461,1541445,2813035,356,28211,1224,0,2
432,1461582,227979,90964,1385,91061,1239,0,2
433,1462,129337,186817,1385,91061,1239,0,2
434,1465,55080,186822,1385,91061,1239,0,2
435,1465639,2731953,2731643,0,2731619,2731618,2731360,10239
436,1467,2804231,186817,1385,91061,1239,0,2
437,146786,146785,2881378,2881377,3028117,1117,0,2
438,146826,146825,1963268,2235,183963,28890,0,2157
439,146919,146918,1853225,1853224,1853222,1853220,0,2
440,146939,146937,75787,206389,28216,1224,0,2
441,1470434,1434050,1706375,1706369,1236,1224,0,2
442,1471761,1677050,186824,1385,91061,1239,0,2
443,1472345,1472344,506,80840,28216,1224,0,2
444,147268,933,135616,72273,1236,1224,0,2
445,1472767,175304,186817,1385,91061,1239,0,2
446,147322,2596745,2934961,1150,3028117,1117,0,2
447,1473598,1649475,1962910,332160,204432,57723,0,2
448,1476,1569,186818,1385,91061,1239,0,2
449,147709,2747,186828,186826,91061,1239,0,2
450,1478,2675229,186817,1385,91061,1239,0,2
451,1481186,2733128,0,0,2731619,2731618,2731360,10239
452,1481452,1481451,12058,464095,2732506,2732408,2732396,10239
453,1482,84406,186817,1385,91061,1239,0,2
454,1482074,1572860,2843308,356,28211,1224,0,2
455,1484109,2804525,433,204441,28211,1224,0,2
456,148603,186764,0,0,2731619,2731618,2731360,10239
457,1486034,291183,49546,200644,117743,976,0,2
458,1486262,293088,255475,356,28211,1224,0,2
459,148813,286130,2771471,213849,3031852,29547,0,2
460,148879,2946817,675068,675063,2732461,2732406,2732396,10239
461,148880,1511811,11012,2732549,2732505,2732408,2732396,10239
462,1490,1849822,31979,186802,186801,1239,0,2
463,1492898,398041,563835,1853229,1853228,976,0,2
464,1493829,2948844,69973,2732544,2732461,2732406,2732396,10239
465,1496,1870884,186804,186802,186801,1239,0,2
466,149715,160798,1643949,1643947,188708,200918,0,2
467,1498,1769729,31979,186802,186801,1239,0,2
468,1500254,55079,186822,1385,91061,1239,0,2
469,150123,190323,85023,85006,1760,201174,0,2
470,1501392,1348911,2005519,171549,200643,976,0,2
471,150340,662,641,135623,1236,1224,0,2
472,1505,1849828,186804,186802,186801,1239,0,2
473,1505757,1649298,543,91347,1236,1224,0,2
474,150829,2951107,2951104,136,203692,203691,0,2
475,1508404,157226,186818,1385,91061,1239,0,2
476,1509244,1509243,2100208,1921002,28211,1224,0,2
477,1510,2304691,216572,186802,186801,1239,0,2
478,1510150,1649479,135621,72274,1236,1224,0,2
479,1510225,1377992,2236,2235,183963,28890,0,2157
480,1510841,1602345,433,204441,28211,1224,0,2
481,1511,186831,186804,186802,186801,1239,0,2
482,1511776,1511775,12058,464095,2732506,2732408,2732396,10239
483,1511781,1511780,12058,464095,2732506,2732408,2732396,10239
484,1511783,1511782,12058,464095,2732506,2732408,2732396,10239
485,1511803,1511802,12058,464095,2732506,2732408,2732396,10239
486,1511805,1511804,12058,464095,2732506,2732408,2732396,10239
487,1511891,10803,10780,2732534,2732422,2732415,2732092,10239
488,1513,1485,31979,186802,186801,1239,0,2
489,1513188,10806,10780,2732534,2732422,2732415,2732092,10239
490,1513202,1513201,10780,2732534,2732422,2732415,2732092,10239
491,1513224,1513223,10780,2732534,2732422,2732415,2732092,10239
492,1513248,1513239,151340,2732533,2732421,2732415,2732092,10239
493,1513249,1513240,151340,2732533,2732421,2732415,2732092,10239
494,1513250,1513241,151340,2732533,2732421,2732415,2732092,10239
495,1513251,1513242,151340,2732533,2732421,2732415,2732092,10239
496,1513252,1513243,151340,2732533,2732421,2732415,2732092,10239
497,1513253,1513244,151340,2732533,2732421,2732415,2732092,10239
498,1513254,1513245,151340,2732533,2732421,2732415,2732092,10239
499,1513255,1513246,151340,2732533,2732421,2732415,2732092,10239
500,1514105,1647,128827,526525,526524,1239,0,2
501,151528,2731984,2731643,0,2731619,2731618,2731360,10239
502,151895,1649482,84566,200666,117747,976,0,2
503,1521,1508657,216572,186802,186801,1239,0,2
504,152177,1913605,11270,11157,2497574,2497569,2732396,10239
505,1522,3025755,2810280,526525,526524,1239,0,2
506,1525,44260,3039168,3039167,186801,1239,0,2
507,1526571,1751872,72275,135622,1236,1224,0,2
508,1526572,1795639,255474,255473,28211,1224,0,2
509,1526658,85413,2831100,356,28211,1224,0,2
510,1528099,1847725,2805586,85007,1760,201174,0,2
511,1531429,2815775,1643826,1643822,84998,201174,0,2
512,1532552,704093,186817,1385,91061,1239,0,2
513,153493,334107,481,206351,28216,1224,0,2
514,153496,153497,433,204441,28211,1224,0,2
515,1535208,1535207,145357,85006,1760,201174,0,2
516,1537215,1679449,31989,204455,28211,1224,0,2
517,1537400,407217,1499392,206351,28216,1224,0,2
518,154,146,137,136,203692,203691,0,2
519,154046,1649459,31979,186802,186801,1239,0,2
520,154288,191303,2810281,526525,526524,1239,0,2
